"Obs";"Data";"Dia da semana";"Sabor";"Valor";"Satis geral";"Sabor aval";"Rapidez aval";"Preço aval";"Comun aval"
"203";44386;"sábado";"Muçarela";23;"2-Satisfeito";"4-Insatisfeito";"3-Razoável";"3-Razoável";"3-Razoável"
"204";44386;"sábado";"Portuguesa";40;"1-Excelente";"2-Satisfeito";"3-Razoável";"2-Satisfeito";"2-Satisfeito"
"205";44386;"sábado";"Portuguesa";40;"3-Razoável";"2-Satisfeito";"3-Razoável";"3-Razoável";"3-Razoável"
"206";44386;"sábado";"Pepperone";30;"1-Excelente";"2-Satisfeito";"4-Insatisfeito";"2-Satisfeito";"2-Satisfeito"
"207";44386;"sábado";"Marguerita";29;"3-Razoável";"2-Satisfeito";"4-Insatisfeito";"3-Razoável";"3-Razoável"
"208";44386;"sábado";"Atum";35;"2-Satisfeito";"1-Excelente";"3-Razoável";"2-Satisfeito";"4-Insatisfeito"
"209";44386;"sábado";"Atum";35;"3-Razoável";"2-Satisfeito";"3-Razoável";"3-Razoável";"1-Excelente"
"210";44386;"sábado";"Muçarela";23;"3-Razoável";"2-Satisfeito";"3-Razoável";"3-Razoável";"3-Razoável"
"211";44386;"sábado";"Calabresa";25;"2-Satisfeito";"2-Satisfeito";"2-Satisfeito";"3-Razoável";"2-Satisfeito"
"212";44386;"sábado";"Calabresa";25;"1-Excelente";"1-Excelente";"3-Razoável";"2-Satisfeito";"2-Satisfeito"
"213";44386;"sábado";"Portuguesa";40;"2-Satisfeito";"2-Satisfeito";"3-Razoável";"3-Razoável";"2-Satisfeito"
"214";44386;"sábado";"Quatro queijos";32;"1-Excelente";"2-Satisfeito";"4-Insatisfeito";"3-Razoável";"2-Satisfeito"
"215";44386;"sábado";"Frango";31;"4-Insatisfeito";"3-Razoável";"3-Razoável";"2-Satisfeito";"2-Satisfeito"
"216";44386;"sábado";"Atum";35;"4-Insatisfeito";"3-Razoável";"2-Satisfeito";"3-Razoável";"2-Satisfeito"
"217";44386;"sábado";"Frango";31;"2-Satisfeito";"4-Insatisfeito";"3-Razoável";"3-Razoável";"2-Satisfeito"
"218";44387;"domingo";"Portuguesa";40;"1-Excelente";"3-Razoável";"2-Satisfeito";"3-Razoável";"4-Insatisfeito"
"219";44387;"domingo";"Frango";31;"4-Insatisfeito";"2-Satisfeito";"3-Razoável";"2-Satisfeito";"2-Satisfeito"
"220";44387;"domingo";"Napolitana";28;"2-Satisfeito";"1-Excelente";"4-Insatisfeito";"3-Razoável";"3-Razoável"
"221";44387;"domingo";"Napolitana";28;"2-Satisfeito";"2-Satisfeito";"4-Insatisfeito";"3-Razoável";"4-Insatisfeito"
"222";44387;"domingo";"Muçarela";23;"3-Razoável";"2-Satisfeito";"3-Razoável";"3-Razoável";"1-Excelente"
"223";44387;"domingo";"Calabresa";25;"2-Satisfeito";"3-Razoável";"3-Razoável";"3-Razoável";"2-Satisfeito"
"224";44387;"domingo";"Marguerita";29;"3-Razoável";"4-Insatisfeito";"3-Razoável";"3-Razoável";"3-Razoável"
"225";44387;"domingo";"Napolitana";28;"3-Razoável";"2-Satisfeito";"1-Excelente";"3-Razoável";"2-Satisfeito"
"226";44387;"domingo";"Frango";31;"2-Satisfeito";"2-Satisfeito";"2-Satisfeito";"3-Razoável";"4-Insatisfeito"
"227";44387;"domingo";"Muçarela";23;"2-Satisfeito";"2-Satisfeito";"2-Satisfeito";"2-Satisfeito";"2-Satisfeito"
"228";44387;"domingo";"Napolitana";28;"1-Excelente";"2-Satisfeito";"2-Satisfeito";"1-Excelente";"3-Razoável"
"229";44387;"domingo";"Marguerita";29;"4-Insatisfeito";"2-Satisfeito";"3-Razoável";"3-Razoável";"2-Satisfeito"
"230";44387;"domingo";"Portuguesa";40;"2-Satisfeito";"2-Satisfeito";"2-Satisfeito";"2-Satisfeito";"2-Satisfeito"
"231";44387;"domingo";"Quatro queijos";32;"2-Satisfeito";"2-Satisfeito";"3-Razoável";"3-Razoável";"3-Razoável"
"232";44387;"domingo";"Muçarela";23;"2-Satisfeito";"1-Excelente";"3-Razoável";"3-Razoável";"1-Excelente"
"233";44387;"domingo";"Muçarela";23;"2-Satisfeito";"2-Satisfeito";"2-Satisfeito";"3-Razoável";"2-Satisfeito"
"234";44387;"domingo";"Pepperone";30;"2-Satisfeito";"4-Insatisfeito";"3-Razoável";"3-Razoável";"2-Satisfeito"
"235";44387;"domingo";"Frango";31;"2-Satisfeito";"2-Satisfeito";"2-Satisfeito";"3-Razoável";"2-Satisfeito"
"236";44387;"domingo";"Muçarela";23;"3-Razoável";"1-Excelente";"2-Satisfeito";"2-Satisfeito";"4-Insatisfeito"
"237";44387;"domingo";"Calabresa";25;"1-Excelente";"2-Satisfeito";"3-Razoável";"3-Razoável";"4-Insatisfeito"
"238";44387;"domingo";"Portuguesa";40;"2-Satisfeito";"2-Satisfeito";"2-Satisfeito";"2-Satisfeito";"2-Satisfeito"
"239";44387;"domingo";"Atum";35;"2-Satisfeito";"3-Razoável";"3-Razoável";"2-Satisfeito";"2-Satisfeito"
"240";44387;"domingo";"Calabresa";25;"2-Satisfeito";"4-Insatisfeito";"3-Razoável";"3-Razoável";"3-Razoável"
"241";44387;"domingo";"Pepperone";30;"2-Satisfeito";"2-Satisfeito";"3-Razoável";"3-Razoável";"2-Satisfeito"
"242";44387;"domingo";"Calabresa";25;"3-Razoável";"1-Excelente";"1-Excelente";"2-Satisfeito";"3-Razoável"
"243";44387;"domingo";"Calabresa";25;"2-Satisfeito";"2-Satisfeito";"4-Insatisfeito";"4-Insatisfeito";"1-Excelente"
"244";44387;"domingo";"Pepperone";30;"1-Excelente";"2-Satisfeito";"3-Razoável";"3-Razoável";"3-Razoável"
"245";44387;"domingo";"Calabresa";25;"2-Satisfeito";"2-Satisfeito";"4-Insatisfeito";"3-Razoável";"2-Satisfeito"
"246";44387;"domingo";"Atum";35;"3-Razoável";"4-Insatisfeito";"4-Insatisfeito";"3-Razoável";"2-Satisfeito"
"247";44387;"domingo";"Muçarela";23;"3-Razoável";"4-Insatisfeito";"2-Satisfeito";"3-Razoável";"1-Excelente"
"248";44387;"domingo";"Pepperone";30;"4-Insatisfeito";"2-Satisfeito";"2-Satisfeito";"2-Satisfeito";"2-Satisfeito"
"249";44387;"domingo";"Calabresa";25;"2-Satisfeito";"2-Satisfeito";"3-Razoável";"4-Insatisfeito";"4-Insatisfeito"
"250";44387;"domingo";"Napolitana";28;"2-Satisfeito";"2-Satisfeito";"3-Razoável";"2-Satisfeito";"2-Satisfeito"
"251";44387;"domingo";"Atum";35;"4-Insatisfeito";"1-Excelente";"3-Razoável";"3-Razoável";"2-Satisfeito"
"252";44387;"domingo";"Frango";31;"1-Excelente";"1-Excelente";"3-Razoável";"3-Razoável";"3-Razoável"
"253";44387;"domingo";"Atum";35;"2-Satisfeito";"2-Satisfeito";"3-Razoável";"3-Razoável";"3-Razoável"
"254";44387;"domingo";"Pepperone";30;"2-Satisfeito";"1-Excelente";"3-Razoável";"3-Razoável";"3-Razoável"
"255";44387;"domingo";"Calabresa";25;"3-Razoável";"2-Satisfeito";"2-Satisfeito";"2-Satisfeito";"2-Satisfeito"
"256";44387;"domingo";"Atum";35;"2-Satisfeito";"1-Excelente";"2-Satisfeito";"2-Satisfeito";"2-Satisfeito"
"257";44387;"domingo";"Calabresa";25;"3-Razoável";"2-Satisfeito";"2-Satisfeito";"3-Razoável";"2-Satisfeito"
"258";44387;"domingo";"Muçarela";23;"2-Satisfeito";"3-Razoável";"2-Satisfeito";"3-Razoável";"3-Razoável"
"259";44387;"domingo";"Frango";31;"2-Satisfeito";"3-Razoável";"2-Satisfeito";"2-Satisfeito";"3-Razoável"
"260";44387;"domingo";"Portuguesa";40;"2-Satisfeito";"2-Satisfeito";"3-Razoável";"3-Razoável";"3-Razoável"
"261";44387;"domingo";"Muçarela";23;"1-Excelente";"2-Satisfeito";"3-Razoável";"3-Razoável";"3-Razoável"
"262";44387;"domingo";"Pepperone";30;"4-Insatisfeito";"4-Insatisfeito";"2-Satisfeito";"3-Razoável";"1-Excelente"
"263";44387;"domingo";"Calabresa";25;"2-Satisfeito";"3-Razoável";"2-Satisfeito";"4-Insatisfeito";"3-Razoável"
"264";44387;"domingo";"Calabresa";25;"2-Satisfeito";"2-Satisfeito";"2-Satisfeito";"2-Satisfeito";"2-Satisfeito"
"265";44387;"domingo";"Calabresa";25;"3-Razoável";"1-Excelente";"3-Razoável";"2-Satisfeito";"2-Satisfeito"
"266";44388;"segunda-feira";"Pepperone";30;"2-Satisfeito";"3-Razoável";"3-Razoável";"3-Razoável";"2-Satisfeito"
"267";44388;"segunda-feira";"Muçarela";23;"2-Satisfeito";"2-Satisfeito";"4-Insatisfeito";"2-Satisfeito";"2-Satisfeito"
"268";44388;"segunda-feira";"Napolitana";28;"2-Satisfeito";"1-Excelente";"3-Razoável";"2-Satisfeito";"1-Excelente"
"269";44388;"segunda-feira";"Portuguesa";40;"2-Satisfeito";"3-Razoável";"3-Razoável";"4-Insatisfeito";"4-Insatisfeito"
"270";44388;"segunda-feira";"Atum";35;"2-Satisfeito";"2-Satisfeito";"2-Satisfeito";"3-Razoável";"1-Excelente"
"271";44388;"segunda-feira";"Quatro queijos";32;"3-Razoável";"3-Razoável";"2-Satisfeito";"2-Satisfeito";"2-Satisfeito"
"272";44388;"segunda-feira";"Atum";35;"3-Razoável";"2-Satisfeito";"3-Razoável";"2-Satisfeito";"2-Satisfeito"
"273";44388;"segunda-feira";"Muçarela";23;"2-Satisfeito";"3-Razoável";"4-Insatisfeito";"2-Satisfeito";"4-Insatisfeito"
"274";44388;"segunda-feira";"Marguerita";29;"2-Satisfeito";"2-Satisfeito";"3-Razoável";"3-Razoável";"2-Satisfeito"
"275";44388;"segunda-feira";"Frango";31;"3-Razoável";"2-Satisfeito";"2-Satisfeito";"3-Razoável";"1-Excelente"
"276";44388;"segunda-feira";"Palmito";27;"2-Satisfeito";"2-Satisfeito";"4-Insatisfeito";"2-Satisfeito";"4-Insatisfeito"
"277";44388;"segunda-feira";"Frango";31;"2-Satisfeito";"2-Satisfeito";"2-Satisfeito";"4-Insatisfeito";"1-Excelente"
"278";44388;"segunda-feira";"Calabresa";25;"2-Satisfeito";"2-Satisfeito";"2-Satisfeito";"3-Razoável";"1-Excelente"
"279";44389;"terça-feira";"Portuguesa";40;"2-Satisfeito";"2-Satisfeito";"2-Satisfeito";"3-Razoável";"2-Satisfeito"
"280";44389;"terça-feira";"Napolitana";28;"1-Excelente";"4-Insatisfeito";"3-Razoável";"3-Razoável";"3-Razoável"
"281";44389;"terça-feira";"Calabresa";25;"2-Satisfeito";"2-Satisfeito";"2-Satisfeito";"3-Razoável";"4-Insatisfeito"
"282";44389;"terça-feira";"Frango";31;"2-Satisfeito";"2-Satisfeito";"3-Razoável";"3-Razoável";"3-Razoável"
"283";44389;"terça-feira";"Frango";31;"3-Razoável";"2-Satisfeito";"4-Insatisfeito";"3-Razoável";"2-Satisfeito"
"284";44389;"terça-feira";"Calabresa";25;"2-Satisfeito";"3-Razoável";"3-Razoável";"3-Razoável";"1-Excelente"
"285";44389;"terça-feira";"Quatro queijos";32;"4-Insatisfeito";"2-Satisfeito";"2-Satisfeito";"3-Razoável";"1-Excelente"
"286";44389;"terça-feira";"Muçarela";23;"1-Excelente";"2-Satisfeito";"2-Satisfeito";"3-Razoável";"3-Razoável"
"287";44389;"terça-feira";"Atum";35;"1-Excelente";"2-Satisfeito";"2-Satisfeito";"3-Razoável";"2-Satisfeito"
"288";44389;"terça-feira";"Frango";31;"2-Satisfeito";"2-Satisfeito";"3-Razoável";"3-Razoável";"2-Satisfeito"
"289";44389;"terça-feira";"Calabresa";25;"2-Satisfeito";"2-Satisfeito";"3-Razoável";"2-Satisfeito";"3-Razoável"
"290";44389;"terça-feira";"Atum";35;"3-Razoável";"1-Excelente";"3-Razoável";"3-Razoável";"3-Razoável"
"291";44389;"terça-feira";"Frango";31;"2-Satisfeito";"2-Satisfeito";"3-Razoável";"3-Razoável";"2-Satisfeito"
"292";44389;"terça-feira";"Portuguesa";40;"2-Satisfeito";"3-Razoável";"3-Razoável";"4-Insatisfeito";"1-Excelente"
"293";44389;"terça-feira";"Frango";31;"2-Satisfeito";"2-Satisfeito";"3-Razoável";"3-Razoável";"2-Satisfeito"
"294";44389;"terça-feira";"Atum";35;"2-Satisfeito";"4-Insatisfeito";"2-Satisfeito";"3-Razoável";"3-Razoável"
"295";44389;"terça-feira";"Pepperone";30;"1-Excelente";"3-Razoável";"3-Razoável";"3-Razoável";"2-Satisfeito"
"296";44389;"terça-feira";"Pepperone";30;"2-Satisfeito";"2-Satisfeito";"2-Satisfeito";"3-Razoável";"2-Satisfeito"
"297";44389;"terça-feira";"Frango";31;"2-Satisfeito";"2-Satisfeito";"3-Razoável";"3-Razoável";"1-Excelente"
"298";44389;"terça-feira";"Atum";35;"1-Excelente";"3-Razoável";"2-Satisfeito";"3-Razoável";"2-Satisfeito"
"299";44390;"quarta-feira";"Pepperone";30;"2-Satisfeito";"2-Satisfeito";"1-Excelente";"3-Razoável";"3-Razoável"
"300";44390;"quarta-feira";"Muçarela";23;"4-Insatisfeito";"2-Satisfeito";"3-Razoável";"2-Satisfeito";"1-Excelente"
"301";44390;"quarta-feira";"Quatro queijos";32;"1-Excelente";"2-Satisfeito";"2-Satisfeito";"3-Razoável";"2-Satisfeito"
"302";44390;"quarta-feira";"Frango";31;"3-Razoável";"1-Excelente";"2-Satisfeito";"4-Insatisfeito";"2-Satisfeito"
"303";44390;"quarta-feira";"Muçarela";23;"1-Excelente";"2-Satisfeito";"2-Satisfeito";"3-Razoável";"1-Excelente"
"304";44390;"quarta-feira";"Calabresa";25;"2-Satisfeito";"2-Satisfeito";"2-Satisfeito";"2-Satisfeito";"2-Satisfeito"
"305";44390;"quarta-feira";"Muçarela";23;"1-Excelente";"4-Insatisfeito";"2-Satisfeito";"3-Razoável";"1-Excelente"
"306";44390;"quarta-feira";"Atum";35;"4-Insatisfeito";"2-Satisfeito";"4-Insatisfeito";"3-Razoável";"2-Satisfeito"
"307";44390;"quarta-feira";"Frango";31;"2-Satisfeito";"2-Satisfeito";"3-Razoável";"2-Satisfeito";"2-Satisfeito"
"308";44390;"quarta-feira";"Quatro queijos";32;"2-Satisfeito";"2-Satisfeito";"1-Excelente";"3-Razoável";"2-Satisfeito"
"309";44390;"quarta-feira";"Atum";35;"1-Excelente";"2-Satisfeito";"3-Razoável";"4-Insatisfeito";"3-Razoável"
"310";44390;"quarta-feira";"Portuguesa";40;"2-Satisfeito";"4-Insatisfeito";"3-Razoável";"3-Razoável";"2-Satisfeito"
"311";44390;"quarta-feira";"Palmito";27;"1-Excelente";"2-Satisfeito";"3-Razoável";"2-Satisfeito";"3-Razoável"
"312";44390;"quarta-feira";"Marguerita";29;"3-Razoável";"2-Satisfeito";"2-Satisfeito";"2-Satisfeito";"2-Satisfeito"
"313";44390;"quarta-feira";"Muçarela";23;"3-Razoável";"2-Satisfeito";"4-Insatisfeito";"3-Razoável";"3-Razoável"
"314";44390;"quarta-feira";"Muçarela";23;"2-Satisfeito";"2-Satisfeito";"3-Razoável";"3-Razoável";"2-Satisfeito"
"315";44390;"quarta-feira";"Portuguesa";40;"2-Satisfeito";"2-Satisfeito";"2-Satisfeito";"3-Razoável";"2-Satisfeito"
"316";44390;"quarta-feira";"Calabresa";25;"2-Satisfeito";"1-Excelente";"3-Razoável";"2-Satisfeito";"2-Satisfeito"
"317";44391;"quinta-feira";"Frango";31;"4-Insatisfeito";"1-Excelente";"2-Satisfeito";"3-Razoável";"1-Excelente"
"318";44391;"quinta-feira";"Calabresa";25;"4-Insatisfeito";"1-Excelente";"2-Satisfeito";"4-Insatisfeito";"2-Satisfeito"
"319";44391;"quinta-feira";"Frango";31;"2-Satisfeito";"2-Satisfeito";"3-Razoável";"3-Razoável";"3-Razoável"
"320";44391;"quinta-feira";"Muçarela";23;"2-Satisfeito";"2-Satisfeito";"3-Razoável";"1-Excelente";"2-Satisfeito"
"321";44391;"quinta-feira";"Atum";35;"4-Insatisfeito";"1-Excelente";"3-Razoável";"3-Razoável";"2-Satisfeito"
"322";44391;"quinta-feira";"Quatro queijos";32;"3-Razoável";"2-Satisfeito";"3-Razoável";"3-Razoável";"4-Insatisfeito"
"323";44391;"quinta-feira";"Quatro queijos";32;"2-Satisfeito";"3-Razoável";"2-Satisfeito";"3-Razoável";"3-Razoável"
"324";44391;"quinta-feira";"Calabresa";25;"2-Satisfeito";"1-Excelente";"2-Satisfeito";"2-Satisfeito";"1-Excelente"
"325";44391;"quinta-feira";"Calabresa";25;"3-Razoável";"2-Satisfeito";"3-Razoável";"2-Satisfeito";"3-Razoável"
"326";44391;"quinta-feira";"Quatro queijos";32;"4-Insatisfeito";"2-Satisfeito";"3-Razoável";"3-Razoável";"3-Razoável"
"327";44391;"quinta-feira";"Napolitana";28;"3-Razoável";"2-Satisfeito";"2-Satisfeito";"3-Razoável";"2-Satisfeito"
"328";44391;"quinta-feira";"Portuguesa";40;"2-Satisfeito";"2-Satisfeito";"2-Satisfeito";"3-Razoável";"2-Satisfeito"
"329";44391;"quinta-feira";"Pepperone";30;"2-Satisfeito";"3-Razoável";"3-Razoável";"3-Razoável";"2-Satisfeito"
"330";44391;"quinta-feira";"Pepperone";30;"2-Satisfeito";"2-Satisfeito";"4-Insatisfeito";"3-Razoável";"4-Insatisfeito"
"331";44391;"quinta-feira";"Atum";35;"3-Razoável";"1-Excelente";"2-Satisfeito";"2-Satisfeito";"2-Satisfeito"
"332";44391;"quinta-feira";"Frango";31;"2-Satisfeito";"2-Satisfeito";"2-Satisfeito";"2-Satisfeito";"2-Satisfeito"
"333";44391;"quinta-feira";"Marguerita";29;"1-Excelente";"3-Razoável";"3-Razoável";"3-Razoável";"3-Razoável"
"334";44391;"quinta-feira";"Atum";35;"1-Excelente";"2-Satisfeito";"3-Razoável";"2-Satisfeito";"2-Satisfeito"
"335";44391;"quinta-feira";"Muçarela";23;"2-Satisfeito";"2-Satisfeito";"3-Razoável";"3-Razoável";"2-Satisfeito"
"336";44391;"quinta-feira";"Portuguesa";40;"2-Satisfeito";"2-Satisfeito";"3-Razoável";"3-Razoável";"1-Excelente"
"337";44391;"quinta-feira";"Muçarela";23;"2-Satisfeito";"2-Satisfeito";"3-Razoável";"3-Razoável";"4-Insatisfeito"
"338";44391;"quinta-feira";"Frango";31;"2-Satisfeito";"2-Satisfeito";"2-Satisfeito";"2-Satisfeito";"1-Excelente"
"339";44391;"quinta-feira";"Quatro queijos";32;"2-Satisfeito";"2-Satisfeito";"2-Satisfeito";"3-Razoável";"2-Satisfeito"
"340";44391;"quinta-feira";"Calabresa";25;"2-Satisfeito";"2-Satisfeito";"4-Insatisfeito";"2-Satisfeito";"2-Satisfeito"
"341";44391;"quinta-feira";"Portuguesa";40;"3-Razoável";"2-Satisfeito";"2-Satisfeito";"2-Satisfeito";"2-Satisfeito"
"342";44391;"quinta-feira";"Calabresa";25;"2-Satisfeito";"3-Razoável";"3-Razoável";"3-Razoável";"1-Excelente"
"343";44391;"quinta-feira";"Muçarela";23;"1-Excelente";"2-Satisfeito";"3-Razoável";"2-Satisfeito";"2-Satisfeito"
"344";44391;"quinta-feira";"Muçarela";23;"3-Razoável";"2-Satisfeito";"2-Satisfeito";"3-Razoável";"2-Satisfeito"
"345";44391;"quinta-feira";"Marguerita";29;"1-Excelente";"3-Razoável";"2-Satisfeito";"2-Satisfeito";"4-Insatisfeito"
"346";44391;"quinta-feira";"Muçarela";23;"1-Excelente";"2-Satisfeito";"3-Razoável";"3-Razoável";"2-Satisfeito"
"347";44391;"quinta-feira";"Frango";31;"4-Insatisfeito";"1-Excelente";"2-Satisfeito";"3-Razoável";"2-Satisfeito"
"348";44391;"quinta-feira";"Quatro queijos";32;"3-Razoável";"4-Insatisfeito";"4-Insatisfeito";"2-Satisfeito";"3-Razoável"
"349";44391;"quinta-feira";"Palmito";27;"2-Satisfeito";"4-Insatisfeito";"3-Razoável";"3-Razoável";"3-Razoável"
"350";44391;"quinta-feira";"Atum";35;"3-Razoável";"2-Satisfeito";"3-Razoável";"2-Satisfeito";"4-Insatisfeito"
"351";44391;"quinta-feira";"Napolitana";28;"2-Satisfeito";"2-Satisfeito";"3-Razoável";"3-Razoável";"1-Excelente"
"352";44391;"quinta-feira";"Portuguesa";40;"2-Satisfeito";"4-Insatisfeito";"4-Insatisfeito";"2-Satisfeito";"2-Satisfeito"
"353";44391;"quinta-feira";"Muçarela";23;"2-Satisfeito";"2-Satisfeito";"3-Razoável";"2-Satisfeito";"3-Razoável"
"354";44391;"quinta-feira";"Quatro queijos";32;"1-Excelente";"2-Satisfeito";"3-Razoável";"2-Satisfeito";"1-Excelente"
"355";44391;"quinta-feira";"Quatro queijos";32;"2-Satisfeito";"2-Satisfeito";"1-Excelente";"3-Razoável";"2-Satisfeito"
"356";44392;"sexta-feira";"Atum";35;"4-Insatisfeito";"2-Satisfeito";"3-Razoável";"3-Razoável";"2-Satisfeito"
"357";44392;"sexta-feira";"Pepperone";30;"2-Satisfeito";"2-Satisfeito";"3-Razoável";"2-Satisfeito";"4-Insatisfeito"
"358";44392;"sexta-feira";"Atum";35;"2-Satisfeito";"2-Satisfeito";"2-Satisfeito";"3-Razoável";"3-Razoável"
"359";44392;"sexta-feira";"Muçarela";23;"2-Satisfeito";"2-Satisfeito";"3-Razoável";"2-Satisfeito";"1-Excelente"
"360";44392;"sexta-feira";"Muçarela";23;"1-Excelente";"1-Excelente";"3-Razoável";"3-Razoável";"2-Satisfeito"
"361";44392;"sexta-feira";"Portuguesa";40;"2-Satisfeito";"2-Satisfeito";"3-Razoável";"3-Razoável";"2-Satisfeito"
"362";44392;"sexta-feira";"Pepperone";30;"4-Insatisfeito";"2-Satisfeito";"3-Razoável";"3-Razoável";"4-Insatisfeito"
"363";44392;"sexta-feira";"Frango";31;"2-Satisfeito";"2-Satisfeito";"3-Razoável";"3-Razoável";"2-Satisfeito"
"364";44392;"sexta-feira";"Calabresa";25;"1-Excelente";"2-Satisfeito";"3-Razoável";"2-Satisfeito";"1-Excelente"
"365";44392;"sexta-feira";"Quatro queijos";32;"2-Satisfeito";"2-Satisfeito";"1-Excelente";"2-Satisfeito";"1-Excelente"
"366";44392;"sexta-feira";"Atum";35;"3-Razoável";"4-Insatisfeito";"4-Insatisfeito";"2-Satisfeito";"3-Razoável"
"367";44392;"sexta-feira";"Napolitana";28;"2-Satisfeito";"2-Satisfeito";"3-Razoável";"2-Satisfeito";"1-Excelente"
"368";44392;"sexta-feira";"Palmito";27;"1-Excelente";"2-Satisfeito";"4-Insatisfeito";"3-Razoável";"2-Satisfeito"
"369";44392;"sexta-feira";"Pepperone";30;"1-Excelente";"3-Razoável";"3-Razoável";"3-Razoável";"2-Satisfeito"
"370";44392;"sexta-feira";"Frango";31;"3-Razoável";"2-Satisfeito";"4-Insatisfeito";"3-Razoável";"2-Satisfeito"
"371";44392;"sexta-feira";"Muçarela";23;"1-Excelente";"3-Razoável";"4-Insatisfeito";"3-Razoável";"3-Razoável"
"372";44392;"sexta-feira";"Frango";31;"2-Satisfeito";"1-Excelente";"1-Excelente";"2-Satisfeito";"3-Razoável"
"373";44392;"sexta-feira";"Calabresa";25;"2-Satisfeito";"2-Satisfeito";"2-Satisfeito";"2-Satisfeito";"2-Satisfeito"
"374";44392;"sexta-feira";"Frango";31;"2-Satisfeito";"1-Excelente";"3-Razoável";"3-Razoável";"2-Satisfeito"
"375";44392;"sexta-feira";"Portuguesa";40;"1-Excelente";"2-Satisfeito";"2-Satisfeito";"2-Satisfeito";"2-Satisfeito"
"376";44392;"sexta-feira";"Portuguesa";40;"3-Razoável";"2-Satisfeito";"4-Insatisfeito";"3-Razoável";"3-Razoável"
"377";44392;"sexta-feira";"Calabresa";25;"3-Razoável";"2-Satisfeito";"2-Satisfeito";"3-Razoável";"3-Razoável"
"378";44392;"sexta-feira";"Pepperone";30;"2-Satisfeito";"2-Satisfeito";"4-Insatisfeito";"4-Insatisfeito";"4-Insatisfeito"
"379";44392;"sexta-feira";"Quatro queijos";32;"3-Razoável";"2-Satisfeito";"3-Razoável";"2-Satisfeito";"3-Razoável"
"380";44392;"sexta-feira";"Muçarela";23;"3-Razoável";"3-Razoável";"3-Razoável";"2-Satisfeito";"4-Insatisfeito"
"381";44392;"sexta-feira";"Portuguesa";40;"2-Satisfeito";"2-Satisfeito";"4-Insatisfeito";"3-Razoável";"2-Satisfeito"
"382";44392;"sexta-feira";"Frango";31;"4-Insatisfeito";"2-Satisfeito";"3-Razoável";"2-Satisfeito";"1-Excelente"
"383";44392;"sexta-feira";"Pepperone";30;"3-Razoável";"2-Satisfeito";"3-Razoável";"2-Satisfeito";"2-Satisfeito"
"384";44392;"sexta-feira";"Calabresa";25;"2-Satisfeito";"3-Razoável";"3-Razoável";"3-Razoável";"2-Satisfeito"
"385";44392;"sexta-feira";"Atum";35;"3-Razoável";"3-Razoável";"3-Razoável";"2-Satisfeito";"2-Satisfeito"
"386";44392;"sexta-feira";"Marguerita";29;"2-Satisfeito";"3-Razoável";"3-Razoável";"3-Razoável";"2-Satisfeito"
"387";44392;"sexta-feira";"Frango";31;"2-Satisfeito";"3-Razoável";"2-Satisfeito";"2-Satisfeito";"1-Excelente"
"388";44392;"sexta-feira";"Frango";31;"3-Razoável";"4-Insatisfeito";"4-Insatisfeito";"3-Razoável";"2-Satisfeito"
"389";44392;"sexta-feira";"Atum";35;"2-Satisfeito";"1-Excelente";"2-Satisfeito";"3-Razoável";"3-Razoável"
"390";44392;"sexta-feira";"Frango";31;"2-Satisfeito";"2-Satisfeito";"2-Satisfeito";"3-Razoável";"3-Razoável"
"391";44392;"sexta-feira";"Palmito";27;"3-Razoável";"4-Insatisfeito";"2-Satisfeito";"2-Satisfeito";"1-Excelente"
"392";44392;"sexta-feira";"Marguerita";29;"2-Satisfeito";"2-Satisfeito";"2-Satisfeito";"3-Razoável";"2-Satisfeito"
"393";44392;"sexta-feira";"Calabresa";25;"2-Satisfeito";"2-Satisfeito";"3-Razoável";"3-Razoável";"2-Satisfeito"
"394";44392;"sexta-feira";"Calabresa";25;"3-Razoável";"2-Satisfeito";"3-Razoável";"3-Razoável";"2-Satisfeito"
